id,lenght,retweet_count,hashtags,mentions,contains_url,demand_words,offer_words,tfidf_demand,tfidf_offer,neg_words,pos_words,n_known_medicines,cluster
8199.0,97.0,0.0,2.0,0.0,0.0,1.0,0.0,0.07823244853172086,0.0,3.0,1.0,1.0,2.0
18917.0,143.0,238.0,2.0,1.0,0.0,2.0,0.0,0.1807080231179836,0.0,5.0,1.0,1.0,2.0
20320.0,144.0,15.0,1.0,3.0,0.0,1.0,1.0,0.07898744028171438,0.08484282865990753,2.0,1.0,0.0,2.0
20324.0,142.0,4.0,4.0,2.0,0.0,3.0,0.0,0.2391245747527576,0.0,9.0,2.0,0.0,2.0
15785.0,146.0,6.0,0.0,7.0,0.0,2.0,1.0,0.15609587607980152,0.08484282865990753,2.0,1.0,1.0,2.0
2163.0,143.0,14.0,0.0,3.0,0.0,2.0,0.0,0.15871520406958978,0.0,6.0,1.0,1.0,2.0
2060.0,142.0,14.0,0.0,2.0,0.0,5.0,1.0,0.3961605956275027,0.08484282865990753,5.0,3.0,0.0,2.0
15489.0,149.0,5.0,0.0,5.0,0.0,5.0,0.0,0.4146801319883956,0.0,3.0,4.0,0.0,2.0
5791.0,116.0,1.0,0.0,2.0,0.0,2.0,0.0,0.15864535051616746,0.0,4.0,1.0,0.0,2.0
24646.0,138.0,0.0,3.0,0.0,0.0,5.0,2.0,0.3954620866811276,0.1750558439356818,8.0,3.0,0.0,2.0
2104.0,143.0,31.0,0.0,2.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,6.0,2.0,2.0,2.0
6896.0,144.0,2.0,0.0,3.0,0.0,3.0,1.0,0.23793147495734285,0.08484282865990753,7.0,1.0,0.0,2.0
1793.0,123.0,12.0,0.0,2.0,0.0,1.0,1.0,0.07898744028171438,0.08484282865990753,5.0,1.0,1.0,2.0
7394.0,143.0,9.0,0.0,2.0,0.0,4.0,0.0,0.3364348782141449,0.0,5.0,1.0,0.0,2.0
15699.0,144.0,11.0,0.0,6.0,0.0,2.0,0.0,0.1807080231179836,0.0,2.0,0.0,1.0,2.0
1683.0,120.0,8.0,0.0,2.0,0.0,5.0,1.0,0.39523325607508897,0.0859352255954428,5.0,3.0,0.0,2.0
1681.0,144.0,6.0,0.0,2.0,0.0,2.0,1.0,0.15871520406958978,0.08484282865990753,6.0,1.0,0.0,2.0
16064.0,146.0,2.0,0.0,2.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,3.0,0.0,1.0,2.0
569.0,175.0,87.0,1.0,2.0,0.0,3.0,1.0,0.2568200323018759,0.089120618340239,3.0,4.0,0.0,2.0
18485.0,143.0,167.0,1.0,1.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,5.0,3.0,1.0,2.0
6107.0,142.0,8.0,0.0,2.0,0.0,2.0,2.0,0.15685086782979504,0.1707780542553503,5.0,0.0,0.0,2.0
1464.0,116.0,6.0,0.0,2.0,0.0,3.0,1.0,0.2393934831033212,0.08484282865990753,4.0,1.0,1.0,2.0
7629.0,94.0,5.0,0.0,2.0,0.0,2.0,0.0,0.1802953245732548,0.0,2.0,1.0,0.0,2.0
15834.0,89.0,7.0,0.0,2.0,0.0,2.0,0.0,0.15864535051616746,0.0,4.0,0.0,0.0,2.0
21779.0,110.0,2.0,0.0,0.0,0.0,4.0,0.0,0.3592391240845202,0.0,5.0,1.0,0.0,2.0
2566.0,142.0,31.0,0.0,7.0,0.0,1.0,0.0,0.08040937068316778,0.0,5.0,2.0,0.0,2.0
20106.0,114.0,5.0,1.0,1.0,0.0,2.0,1.0,0.15685086782979504,0.08484282865990753,2.0,3.0,1.0,2.0
5844.0,145.0,12.0,0.0,2.0,0.0,3.0,0.0,0.23657863161767045,0.0,6.0,3.0,0.0,2.0
16709.0,139.0,1.0,1.0,1.0,0.0,3.0,1.0,0.2393934831033212,0.08484282865990753,4.0,2.0,1.0,2.0
1580.0,81.0,1.0,0.0,2.0,0.0,2.0,0.0,0.17816207998289646,0.0,1.0,3.0,1.0,2.0
21505.0,142.0,16.0,0.0,1.0,0.0,1.0,0.0,0.07830583338642202,0.0,4.0,2.0,3.0,2.0
24192.0,119.0,1.0,0.0,0.0,1.0,2.0,1.0,0.15939681096488215,0.08484282865990753,4.0,2.0,0.0,2.0
15998.0,106.0,15.0,1.0,2.0,0.0,1.0,0.0,0.08040937068316778,0.0,7.0,1.0,0.0,2.0
15597.0,149.0,25.0,0.0,2.0,0.0,3.0,2.0,0.2347142953778757,0.1707780542553503,5.0,1.0,1.0,2.0
2009.0,142.0,6.0,0.0,2.0,0.0,2.0,0.0,0.1578600996865197,0.0,3.0,2.0,1.0,2.0
6642.0,103.0,8.0,0.0,3.0,0.0,1.0,0.0,0.07830583338642202,0.0,1.0,1.0,0.0,2.0
16586.0,120.0,1.0,0.0,2.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,6.0,0.0,0.0,2.0
19230.0,140.0,203.0,0.0,1.0,0.0,1.0,1.0,0.07898744028171438,0.08484282865990753,4.0,2.0,0.0,2.0
3963.0,143.0,27.0,1.0,2.0,0.0,4.0,0.0,0.3171766866470672,0.0,5.0,2.0,0.0,2.0
7007.0,142.0,6.0,1.0,6.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,5.0,1.0,0.0,2.0
20047.0,110.0,12.0,1.0,1.0,1.0,1.0,0.0,0.07830583338642202,0.0,2.0,1.0,1.0,2.0
19480.0,105.0,1.0,1.0,1.0,0.0,1.0,0.0,0.07853466399246069,0.0,2.0,2.0,0.0,2.0
10124.0,149.0,7.0,0.0,3.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,5.0,1.0,0.0,2.0
6595.0,127.0,2.0,0.0,4.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,3.0,0.0,1.0,2.0
1537.0,83.0,3.0,0.0,2.0,0.0,2.0,1.0,0.15609587607980152,0.08484282865990753,2.0,1.0,1.0,2.0
21428.0,141.0,14.0,0.0,3.0,0.0,1.0,0.0,0.07786342754808066,0.0,2.0,5.0,1.0,2.0
4528.0,126.0,0.0,0.0,1.0,0.0,4.0,0.0,0.3148238853919212,0.0,5.0,4.0,1.0,2.0
15556.0,129.0,8.0,0.0,4.0,0.0,3.0,1.0,0.2372602385129628,0.08484282865990753,4.0,3.0,0.0,2.0
19774.0,143.0,38.0,1.0,1.0,0.0,3.0,0.0,0.23737315638856926,0.0,7.0,2.0,0.0,2.0
6143.0,143.0,7.0,0.0,5.0,0.0,0.0,1.0,0.0,0.08553598902477605,4.0,0.0,0.0,2.0
14854.0,130.0,6.0,0.0,2.0,0.0,1.0,0.0,0.07830583338642202,0.0,6.0,0.0,0.0,2.0
3060.0,135.0,14.0,1.0,2.0,0.0,6.0,1.0,0.472671179835911,0.08484282865990753,7.0,2.0,0.0,2.0
7460.0,140.0,23.0,0.0,6.0,0.0,1.0,1.0,0.07786342754808068,0.08484282865990753,2.0,1.0,0.0,2.0
17391.0,132.0,18.0,0.0,2.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,8.0,1.0,0.0,2.0
4661.0,135.0,11.0,0.0,3.0,0.0,1.0,0.0,0.08040937068316778,0.0,4.0,0.0,0.0,2.0
15513.0,145.0,2.0,0.0,2.0,0.0,4.0,0.0,0.3566931809494331,0.0,1.0,2.0,2.0,2.0
19127.0,144.0,1.0,0.0,2.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,5.0,1.0,1.0,2.0
2002.0,143.0,5.0,0.0,2.0,0.0,2.0,1.0,0.15685086782979504,0.08484282865990753,4.0,2.0,0.0,2.0
2736.0,142.0,27.0,0.0,3.0,0.0,3.0,1.0,0.2365052467629693,0.0859352255954428,4.0,0.0,1.0,2.0
21930.0,117.0,5.0,0.0,0.0,0.0,4.0,0.0,0.3592391240845202,0.0,5.0,2.0,1.0,2.0
22520.0,51.0,1.0,0.0,2.0,0.0,2.0,1.0,0.1807080231179836,0.09191306438156648,3.0,0.0,0.0,2.0
19037.0,142.0,1.0,0.0,2.0,0.0,3.0,0.0,0.23657863161767045,0.0,6.0,2.0,0.0,2.0
15653.0,146.0,3.0,0.0,2.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,5.0,0.0,1.0,2.0
2091.0,142.0,18.0,0.0,6.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,4.0,0.0,3.0,2.0
19707.0,129.0,4.0,0.0,1.0,0.0,4.0,1.0,0.3159181908319423,0.08484282865990753,5.0,2.0,2.0,2.0
3304.0,140.0,298.0,0.0,1.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,6.0,1.0,0.0,2.0
14495.0,137.0,3.0,0.0,2.0,0.0,2.0,1.0,0.17816207998289646,0.0859352255954428,3.0,0.0,0.0,2.0
20172.0,142.0,2.0,1.0,0.0,0.0,4.0,0.0,0.3152365839366499,0.0,8.0,4.0,1.0,2.0
14924.0,146.0,2.0,0.0,4.0,0.0,1.0,0.0,0.07830583338642202,0.0,6.0,1.0,0.0,2.0
18954.0,103.0,2.0,0.0,2.0,0.0,2.0,1.0,0.15685086782979504,0.08484282865990753,3.0,1.0,0.0,2.0
2040.0,107.0,8.0,0.0,3.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,5.0,1.0,1.0,2.0
6485.0,145.0,3.0,1.0,4.0,0.0,2.0,0.0,0.15827279823124846,0.0,6.0,2.0,0.0,2.0
1716.0,136.0,8.0,0.0,3.0,0.0,3.0,1.0,0.2353855318222557,0.08484282865990753,1.0,4.0,1.0,2.0
6829.0,142.0,4.0,0.0,2.0,0.0,3.0,1.0,0.2592827648549692,0.08484282865990753,1.0,1.0,0.0,2.0
16030.0,117.0,19.0,1.0,1.0,0.0,1.0,1.0,0.07898744028171438,0.08484282865990753,1.0,3.0,0.0,2.0
7513.0,69.0,4.0,0.0,2.0,0.0,1.0,0.0,0.10029865243481577,0.0,3.0,0.0,0.0,2.0
6411.0,129.0,11.0,0.0,5.0,0.0,1.0,1.0,0.07898744028171438,0.08484282865990753,1.0,1.0,1.0,2.0
21605.0,142.0,4.0,0.0,7.0,0.0,2.0,0.0,0.15871520406958978,0.0,3.0,0.0,0.0,2.0
3926.0,130.0,10.0,1.0,1.0,1.0,2.0,0.0,0.15864535051616746,0.0,3.0,0.0,0.0,2.0
6716.0,155.0,1.0,0.0,5.0,0.0,1.0,0.0,0.07830583338642202,0.0,1.0,0.0,0.0,2.0
18765.0,124.0,8.0,0.0,2.0,0.0,2.0,0.0,0.17816207998289646,0.0,2.0,3.0,0.0,2.0
22309.0,91.0,15.0,0.0,2.0,0.0,2.0,0.0,0.1807080231179836,0.0,5.0,1.0,1.0,2.0
19763.0,118.0,10.0,0.0,2.0,0.0,1.0,0.0,0.07786342754808066,0.0,5.0,4.0,0.0,2.0
5861.0,123.0,6.0,0.0,4.0,0.0,3.0,0.0,0.23657863161767045,0.0,3.0,2.0,1.0,2.0
1827.0,116.0,7.0,0.0,2.0,0.0,3.0,1.0,0.2368475399682341,0.08484282865990753,2.0,3.0,0.0,2.0
16097.0,146.0,25.0,0.0,2.0,0.0,3.0,2.0,0.2372602385129628,0.1707780542553503,6.0,1.0,1.0,2.0
24664.0,98.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.089120618340239,1.0,1.0,0.0,2.0
6522.0,105.0,2.0,0.0,1.0,0.0,2.0,1.0,0.15827279823124846,0.0859352255954428,6.0,3.0,0.0,2.0
1921.0,142.0,9.0,0.0,3.0,0.0,3.0,2.0,0.23396283492916106,0.17147121462021886,7.0,1.0,0.0,2.0
17310.0,80.0,1.0,0.0,2.0,0.0,1.0,0.0,0.10029865243481577,0.0,2.0,0.0,0.0,2.0
3218.0,143.0,103.0,0.0,2.0,0.0,4.0,2.0,0.3129467439095966,0.16968565731981505,4.0,4.0,1.0,2.0
15581.0,86.0,4.0,1.0,1.0,0.0,4.0,0.0,0.31729997497358603,0.0,4.0,1.0,1.0,2.0
6141.0,142.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
4378.0,143.0,6.0,1.0,2.0,0.0,3.0,0.0,0.25924268711044424,0.0,6.0,1.0,0.0,2.0
19059.0,124.0,0.0,0.0,1.0,0.0,3.0,1.0,0.2372602385129628,0.08484282865990753,5.0,0.0,1.0,2.0
15835.0,120.0,6.0,0.0,2.0,0.0,4.0,0.0,0.31698800230083823,0.0,7.0,3.0,1.0,2.0
21824.0,109.0,3.0,0.0,0.0,0.0,4.0,0.0,0.3592391240845202,0.0,5.0,1.0,0.0,2.0
18390.0,134.0,0.0,1.0,1.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,9.0,1.0,1.0,2.0
16235.0,147.0,13.0,0.0,1.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,7.0,2.0,1.0,2.0
6760.0,143.0,3.0,0.0,3.0,0.0,1.0,1.0,0.07830583338642202,0.089120618340239,2.0,1.0,0.0,2.0
8121.0,141.0,17.0,0.0,3.0,0.0,1.0,1.0,0.07898744028171438,0.08484282865990753,3.0,1.0,0.0,2.0
22538.0,139.0,1.0,0.0,2.0,0.0,4.0,1.0,0.31425819122706106,0.08484282865990753,4.0,7.0,0.0,2.0
472.0,144.0,2621.0,0.0,1.0,0.0,3.0,2.0,0.2372602385129628,0.1707780542553503,4.0,0.0,1.0,2.0
15508.0,102.0,5.0,1.0,2.0,0.0,1.0,0.0,0.07823597983299971,0.0,3.0,2.0,0.0,2.0
9037.0,81.0,2.0,1.0,1.0,0.0,1.0,1.0,0.07830583338642202,0.089120618340239,2.0,0.0,0.0,2.0
15965.0,149.0,4.0,0.0,2.0,0.0,1.0,1.0,0.07898744028171438,0.08484282865990753,1.0,0.0,2.0,2.0
17363.0,125.0,3.0,0.0,1.0,0.0,4.0,0.0,0.3592391240845202,0.0,5.0,1.0,0.0,2.0
6327.0,111.0,1.0,0.0,2.0,0.0,2.0,1.0,0.1578600996865197,0.08553598902477605,3.0,3.0,0.0,2.0
6249.0,145.0,6.0,2.0,3.0,0.0,1.0,2.0,0.07786342754808066,0.1750558439356818,4.0,1.0,1.0,2.0
9073.0,103.0,1.0,1.0,1.0,0.0,1.0,0.0,0.07830583338642202,0.0,1.0,0.0,0.0,2.0
2122.0,92.0,10.0,0.0,2.0,0.0,1.0,0.0,0.07786342754808066,0.0,2.0,2.0,1.0,2.0
17872.0,142.0,7.0,0.0,2.0,0.0,2.0,0.0,0.1807080231179836,0.0,6.0,2.0,0.0,2.0
22075.0,142.0,5.0,0.0,7.0,0.0,1.0,1.0,0.07898744028171438,0.08484282865990753,1.0,1.0,1.0,2.0
15806.0,152.0,14.0,0.0,2.0,0.0,3.0,0.0,0.2361659330729417,0.0,2.0,2.0,0.0,2.0
18400.0,137.0,1.0,1.0,1.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,9.0,1.0,1.0,2.0
21855.0,112.0,5.0,0.0,0.0,0.0,4.0,0.0,0.3592391240845202,0.0,5.0,1.0,1.0,2.0
5907.0,142.0,78.0,1.0,1.0,0.0,2.0,0.0,0.15871520406958978,0.0,6.0,1.0,2.0,2.0
21484.0,143.0,9.0,0.0,2.0,0.0,2.0,1.0,0.15609587607980152,0.08484282865990753,9.0,3.0,0.0,2.0
21700.0,97.0,3.0,0.0,1.0,0.0,4.0,0.0,0.3592391240845202,0.0,3.0,0.0,0.0,2.0
21945.0,99.0,22.0,0.0,1.0,0.0,4.0,0.0,0.3592391240845202,0.0,3.0,0.0,0.0,2.0
21635.0,72.0,4.0,0.0,2.0,0.0,1.0,0.0,0.08040937068316778,0.0,2.0,0.0,1.0,2.0
18003.0,143.0,25.0,0.0,2.0,1.0,3.0,1.0,0.2365087780642481,0.089120618340239,6.0,0.0,1.0,2.0
19778.0,85.0,4.0,1.0,1.0,0.0,2.0,1.0,0.15752210427417507,0.08484282865990753,2.0,4.0,0.0,2.0
983.0,141.0,125.0,0.0,2.0,0.0,1.0,0.0,0.10029865243481577,0.0,5.0,2.0,0.0,2.0
18568.0,137.0,1.0,1.0,2.0,0.0,4.0,2.0,0.31337224769685523,0.16968565731981505,4.0,3.0,0.0,2.0
22302.0,127.0,7.0,0.0,3.0,0.0,2.0,0.0,0.1807080231179836,0.0,6.0,1.0,1.0,2.0
6852.0,145.0,325.0,0.0,3.0,1.0,2.0,1.0,0.15939681096488215,0.08484282865990753,3.0,1.0,2.0,2.0
18963.0,142.0,1.0,2.0,3.0,0.0,3.0,1.0,0.2372602385129628,0.08484282865990753,6.0,0.0,0.0,2.0
19441.0,141.0,4.0,0.0,1.0,0.0,2.0,0.0,0.15830250552486105,0.0,1.0,2.0,0.0,2.0
6523.0,90.0,2.0,0.0,3.0,0.0,1.0,1.0,0.07830583338642202,0.09191306438156648,2.0,0.0,0.0,2.0
21896.0,110.0,13.0,0.0,0.0,0.0,4.0,0.0,0.3592391240845202,0.0,5.0,1.0,0.0,2.0
1382.0,142.0,8.0,1.0,4.0,0.0,1.0,1.0,0.07898744028171438,0.08484282865990753,3.0,2.0,1.0,2.0
1644.0,136.0,17.0,0.0,2.0,0.0,4.0,0.0,0.3158379668276076,0.0,4.0,1.0,0.0,2.0
18577.0,142.0,12.0,0.0,3.0,0.0,2.0,0.0,0.15864535051616746,0.0,6.0,2.0,1.0,2.0
2910.0,144.0,195.0,0.0,1.0,0.0,2.0,0.0,0.1807080231179836,0.0,6.0,1.0,0.0,2.0
24327.0,66.0,2.0,0.0,0.0,0.0,3.0,1.0,0.2365052467629693,0.08484282865990753,4.0,1.0,0.0,2.0
18403.0,134.0,0.0,1.0,1.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,9.0,1.0,1.0,2.0
15866.0,148.0,6.0,1.0,2.0,0.0,2.0,0.0,0.1802953245732548,0.0,2.0,3.0,0.0,2.0
18426.0,126.0,1.0,0.0,2.0,0.0,2.0,0.0,0.15871520406958978,0.0,5.0,1.0,0.0,2.0
2255.0,144.0,824.0,0.0,1.0,0.0,2.0,1.0,0.15639809154054135,0.08484282865990753,5.0,2.0,0.0,2.0
7313.0,109.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.17465660736501504,3.0,0.0,0.0,2.0
16323.0,142.0,2.0,0.0,2.0,0.0,1.0,0.0,0.07823597983299971,0.0,4.0,0.0,0.0,2.0
16710.0,130.0,1.0,1.0,1.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,3.0,1.0,2.0,2.0
21655.0,120.0,39.0,0.0,3.0,1.0,1.0,0.0,0.08040937068316778,0.0,6.0,0.0,0.0,2.0
5790.0,127.0,1.0,0.0,2.0,0.0,2.0,0.0,0.15864535051616746,0.0,5.0,1.0,0.0,2.0
15437.0,146.0,16.0,1.0,7.0,0.0,2.0,0.0,0.15871520406958978,0.0,3.0,0.0,1.0,2.0
8059.0,135.0,9.0,0.0,3.0,0.0,1.0,0.0,0.08040937068316778,0.0,5.0,0.0,1.0,2.0
6864.0,151.0,5.0,0.0,2.0,0.0,2.0,0.0,0.15871520406958978,0.0,3.0,0.0,0.0,2.0
6234.0,144.0,10.0,1.0,3.0,0.0,4.0,0.0,0.3353715983454193,0.0,6.0,3.0,0.0,2.0
2541.0,142.0,101.0,0.0,2.0,1.0,3.0,0.0,0.25857145066606424,0.0,2.0,2.0,0.0,2.0
21704.0,142.0,17.0,0.0,5.0,0.0,3.0,0.0,0.2611173938011513,0.0,4.0,0.0,1.0,2.0
19448.0,138.0,3.0,0.0,2.0,0.0,1.0,0.0,0.07830583338642202,0.0,8.0,0.0,1.0,2.0
18127.0,142.0,4.0,0.0,3.0,0.0,2.0,0.0,0.15871520406958978,0.0,4.0,1.0,0.0,2.0
3778.0,146.0,242.0,0.0,2.0,0.0,3.0,1.0,0.2360925482182405,0.08484282865990753,4.0,2.0,0.0,2.0
2187.0,137.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0
20195.0,144.0,7.0,1.0,1.0,0.0,1.0,1.0,0.07898744028171438,0.08484282865990753,1.0,1.0,1.0,2.0
22129.0,120.0,4.0,0.0,2.0,0.0,5.0,1.0,0.394365346449489,0.08484282865990753,4.0,4.0,1.0,2.0
22098.0,144.0,15.0,0.0,2.0,0.0,2.0,1.0,0.15685086782979504,0.08484282865990753,2.0,2.0,0.0,2.0
16326.0,141.0,2.0,0.0,2.0,0.0,3.0,2.0,0.2339593036278822,0.1707780542553503,4.0,2.0,0.0,2.0
20271.0,135.0,4.0,1.0,4.0,0.0,1.0,0.0,0.07830583338642202,0.0,5.0,3.0,1.0,2.0
8072.0,137.0,36.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
19454.0,77.0,2.0,0.0,2.0,0.0,2.0,1.0,0.15685086782979504,0.08484282865990753,1.0,2.0,0.0,2.0
3145.0,88.0,11.0,0.0,2.0,0.0,2.0,1.0,0.15939681096488215,0.08484282865990753,3.0,1.0,2.0,2.0
17427.0,142.0,6.0,0.0,3.0,0.0,2.0,0.0,0.15609940738108036,0.0,8.0,2.0,0.0,2.0
5788.0,121.0,2.0,1.0,1.0,0.0,2.0,0.0,0.15864535051616746,0.0,4.0,1.0,0.0,2.0
6570.0,143.0,4.0,0.0,6.0,0.0,2.0,2.0,0.15939681096488215,0.17037881768468358,4.0,0.0,0.0,2.0
16088.0,146.0,7.0,0.0,2.0,0.0,1.0,0.0,0.10029865243481577,0.0,2.0,0.0,0.0,2.0
15990.0,135.0,6.0,0.0,2.0,0.0,3.0,1.0,0.23762925949660305,0.08484282865990753,6.0,1.0,0.0,2.0
4643.0,141.0,5.0,0.0,2.0,0.0,2.0,0.0,0.15864535051616746,0.0,8.0,2.0,1.0,2.0
